"Groupe d'aliment","Sous-groupe d'aliment","Changement climatique (kg CO2 eq/kg de produit) - Agriculture","Changement climatique (kg CO2 eq/kg de produit) - Transformation","Changement climatique (kg CO2 eq/kg de produit) - Emballage","Changement climatique (kg CO2 eq/kg de produit) - Transport","Changement climatique (kg CO2 eq/kg de produit) - Supermarché et distribution","Changement climatique (kg CO2 eq/kg de produit) - Consommation","Score unique EF (mPt / kg de produit) - Agriculture","Score unique EF (mPt / kg de produit) - Transformation","Score unique EF (mPt / kg de produit) - Emballage","Score unique EF (mPt / kg de produit) - Transport","Score unique EF (mPt / kg de produit) - Supermarché et distribution","Score unique EF (mPt / kg de produit) - Consommation"
"viandes, œufs, poissons","produits à base de poissons et produits de la mer",1.0844376,0.7025367,0.97675687,0.80330815,0.014104999,0.036453694,0.19039576,0.068623681,0.14735592,0.06765357,0.0045906531,0.0012997298
"viandes, œufs, poissons","produits à base de poissons et produits de la mer",1.0844376,0.7025367,0.97675687,0.80330815,0.014104999,0.036453694,0.19039576,0.068623681,0.14735592,0.06765357,0.0045906531,0.0012997298
"viandes, œufs, poissons","poissons cuits",1.3302663,0.0040326636,0.25734164,1.0626942,0.037008636,0.07602681,0.23269298,0.00039620915999999997,0.019501654,0.088643305,0.010920842,0.010796871000000001
"viandes, œufs, poissons","poissons cuits",1.0731414,0,0.18727448,0.86901199,0.030308663,0.0047993021,0.18841247,0,0.020283979,0.072462549,0.0089437534,0.0024293397
"viandes, œufs, poissons","produits à base de poissons et produits de la mer",1.0731414,0,0.28844568,0.86901199,0.030308663,0.0047993021,0.18841247,0,0.01768459,0.072462549,0.0089437534,0.0024293397
"viandes, œufs, poissons","poissons cuits",1.3103679,0,0.25734164,1.0611141,0.037008636,0.067627306,0.23006256,0,0.019501654,0.088480977,0.010920842,0.034231999
"aides culinaires et ingrédients divers","herbes",0.25900299,0,0.49690685,0.17690961,0.078554051,0,0.07294191200000001,0,0.051649676000000005,0.01375452,0.029739628,0
"produits sucrés","confitures et assimilés",0.18720853,0.20662426,0.54656517,0.33652606,0.032692835,0.0047993021,0.07543011200000001,0.039550747000000004,0.056809478,0.026510995,0.0091648653,0.0024293397
"lait et produits laitiers","fromages",4.7126103,0.22452742,0.26662691,0.25844052,0.029050683,0.0047993021,0.41632178999999997,0.028839787,0.019721226,0.020064567000000002,0.0088270864,0.0024293397
"lait et produits laitiers","fromages",4.7126103,0.22452742,0.26662691,0.25844052,0.029050683,0.0047993021,0.41632178999999997,0.028839787,0.019721226,0.020064567000000002,0.0088270864,0.0024293397
"lait et produits laitiers","fromages",4.7126103,0.22452742,0.26662691,0.25844052,0.029050683,0.0047993021,0.41632178999999997,0.028839787,0.019721226,0.020064567000000002,0.0088270864,0.0024293397
"boissons","boisson alcoolisées",0.22376566,0.10399603,0.58993207,0.1915867,0.012169911,0.0047993021,0.071670529,0.029900296,0.060893761000000005,0.014986883000000001,0.0043498741,0.0024293397
"matières grasses","beurres",14.494556,0.57399261,0.20585948,0.1800882,0.031874285,0.0047993021,1.0542554,0.055903738,0.015478282000000001,0.013733529,0.0096880018,0.0024293397
"matières grasses","beurres",14.494556,0.57399261,0.20585948,0.1800882,0.031874285,0.0047993021,1.0542554,0.055903738,0.015478282000000001,0.013733529,0.0096880018,0.0024293397
"matières grasses","margarines",4.6742861,0.21749889,0.20585948,0.19903709,0.030254944,0.0047993021,0.41919880000000004,0.02129782,0.015478282000000001,0.015705345,0.009194265200000001,0.0024293397
"matières grasses","margarines",4.6742861,0.21749889,0.20585948,0.19903709,0.030254944,0.0047993021,0.41919880000000004,0.02129782,0.015478282000000001,0.015705345,0.009194265200000001,0.0024293397
"matières grasses","margarines",4.6742861,0.21749889,0.20585948,0.19903709,0.030254944,0.0047993021,0.41919880000000004,0.02129782,0.015478282000000001,0.015705345,0.009194265200000001,0.0024293397
"matières grasses","margarines",4.6742861,0.21749889,0.20585948,0.19903709,0.030254944,0.0047993021,0.41919880000000004,0.02129782,0.015478282000000001,0.015705345,0.009194265200000001,0.0024293397
"matières grasses","huiles et graisses végétales",1.3304951,0.20225368,0.20653737,0.21353609,0.030430224,0.0047993021,0.47664358,0.018879255,0.015546553,0.016928172,0.0092104776,0.0024293397
"matières grasses","margarines",1.3449777,0.042784121,0.20585948,0.27812901,0.030254944,0.0047993021,0.15191394,0.01065523,0.015478282000000001,0.024441667,0.009194265200000001,0.0024293397
"matières grasses","margarines",2.0491851,0.062772598,0.20585948,0.30651502,0.030254944,0.0047993021,0.23011422999999998,0.016501364999999997,0.015478282000000001,0.027602368000000002,0.009194265200000001,0.0024293397
"matières grasses","margarines",1.9424772,0.059720489,0.20585948,0.30221668,0.030254944,0.0047993021,0.21821785999999999,0.015614498,0.015478282000000001,0.027123832,0.009194265200000001,0.0024293397
"matières grasses","margarines",0.85103016,0.11964495,0.20585948,0.2222926,0.030254944,0.0047993021,0.27666965,0.011445733999999999,0.015478282000000001,0.018079387,0.009194265200000001,0.0024293397
"matières grasses","margarines",0.90781849,0.12818829,0.20585948,0.22361359,0.030254944,0.0047993021,0.29734367,0.012227798,0.015478282000000001,0.018205296,0.009194265200000001,0.0024293397
"matières grasses","margarines",0.85619568,0.12042224,0.20585948,0.22241292,0.030254944,0.0047993021,0.2785495,0.01151692,0.015478282000000001,0.018090858,0.009194265200000001,0.0024293397
"matières grasses","margarines",0.96888246,0.12949717,0.20585948,0.24058783,0.030254944,0.0047993021,0.30030744000000004,0.012448895,0.015478282000000001,0.020052394,0.009194265200000001,0.0024293397
"matières grasses","margarines",1.0863981,0.14718066,0.20585948,0.24332521,0.030254944,0.0047993021,0.34307393999999997,0.01406839,0.015478282000000001,0.020313344,0.009194265200000001,0.0024293397
"matières grasses","margarines",2.7219129,0.081633912,0.20585948,0.3336617,0.030254944,0.0047993021,0.30435129,0.022075200000000003,0.015478282000000001,0.030625793000000002,0.009194265200000001,0.0024293397
"matières grasses","margarines",1.4390937,0.045385868,0.20585948,0.28193162,0.030254944,0.0047993021,0.16222502,0.011433681,0.015478282000000001,0.024865293,0.009194265200000001,0.0024293397
"matières grasses","margarines",0.68736143,0.087134542,0.20585948,0.23403014,0.030254944,0.0047993021,0.19785581,0.0085692256,0.015478282000000001,0.019427260999999998,0.009194265200000001,0.0024293397
"matières grasses","margarines",0.57338327,0.077865287,0.20585948,0.21582516,0.030254944,0.0047993021,0.1756279,0.0076194539999999995,0.015478282000000001,0.017462857000000002,0.009194265200000001,0.0024293397
"matières grasses","margarines",0.61987298,0.084860951,0.20585948,0.21690808,0.030254944,0.0047993021,0.19254652,0.0082601333,0.015478282000000001,0.01756609,0.009194265200000001,0.0024293397
"matières grasses","margarines",1.1377167,0.16278488,0.20585948,0.22897061,0.030254944,0.0047993021,0.38100112999999997,0.01539659,0.015478282000000001,0.018715990000000002,0.009194265200000001,0.0024293397
"aides culinaires et ingrédients divers","sauces",1.3527954,0.33103566,0.26147996,0.23057346,0.032692835,0.0047993021,0.45408012,0.054414711000000004,0.028118347,0.018136898000000002,0.0091648653,0.0024293397
"aides culinaires et ingrédients divers","sauces",1.3527954,0.33103566,0.26147996,0.23057346,0.032692835,0.0047993021,0.45408012,0.054414711000000004,0.028118347,0.018136898000000002,0.0091648653,0.0024293397
"fruits, légumes, légumineuses et oléagineux","fruits à coque et graines oléagineuses",2.2452904,0.36248428,0.28581962,0.25126,0.029120657,0,0.69092774,0.16671444,0.021558384,0.023100529999999998,0.0098990521,0
"fruits, légumes, légumineuses et oléagineux","fruits à coque et graines oléagineuses",2.2452904,0.36248428,0.28581962,0.25126,0.029120657,0,0.69092774,0.16671444,0.021558384,0.023100529999999998,0.0098990521,0
"fruits, légumes, légumineuses et oléagineux","fruits à coque et graines oléagineuses",2.2452904,0.36248428,0.28581962,0.25126,0.029120657,0,0.69092774,0.16671444,0.021558384,0.023100529999999998,0.0098990521,0
"produits céréaliers","pâtes, riz et céréales",0.19523922,0.1149172,0.22002739,0.13018662,0.029120657,0,0.068959533,0.013402853,0.016905140000000003,0.010530801999999999,0.0098990521,0
"produits sucrés","sucres, miels et assimilés",0.84338911,0,0.18864842,0.10682376,0.010649056,0,0.23224057,0,0.020453713999999998,0.0082744467,0.0033692282000000002,0
"fruits, légumes, légumineuses et oléagineux","fruits",0.30901715,0,0,0.24449853,0.05324816,0.26550617,0.11283655,0,0,0.019185709,0.01716387,0.011250445
"fruits, légumes, légumineuses et oléagineux","fruits",0.30901715,0,0,0.24449853,0.05324816,0.26550617,0.11283655,0,0,0.019185709,0.01716387,0.011250445
"aides culinaires et ingrédients divers","herbes",0.17078169,0,0.49690685,0.17690961,0.078554051,0,0.043320718,0,0.051649676000000005,0.01375452,0.029739628,0
"aides culinaires et ingrédients divers","herbes",0.32375374,0,0.33443152,0.16406077,0.031675203,0.099564814,0.09117739,0,0.02476141,0.012761644,0.011921128999999999,0.0042189169
"viandes, œufs, poissons","charcuteries",47.126127,0.093899765,0.29054328,0.20602648,0.030685111,0.0047993021,4.2057645,0.015450536999999999,0.017842901,0.015856809000000003,0.0089786658,0.0024293397
"viandes, œufs, poissons","charcuteries",47.126127,0.093899765,0.29054328,0.20602648,0.030685111,0.066566382,4.2057645,0.015450536999999999,0.017842901,0.015856809000000003,0.0089786658,0.033694973
"viandes, œufs, poissons","charcuteries",37.398035,0.28932444,0.39542293,0.20764011,0.030685111,0.0047993021,3.3568714,0.071134722,0.027817672999999998,0.015992298000000002,0.0089786658,0.0024293397
"viandes, œufs, poissons","charcuteries",27.50365,0.48808971,0.50209539,0.20928132,0.030685111,0.0047993021,2.4934674,0.12777076999999998,0.037962954,0.016130102,0.0089786658,0.0024293397
"viandes, œufs, poissons","charcuteries",27.50365,0.48808971,0.50209539,0.20928132,0.030685111,0.0047993021,2.4934674,0.12777076999999998,0.037962954,0.016130102,0.0089786658,0.0024293397
"viandes, œufs, poissons","charcuteries",36.228908,0.084162186,0.29054328,0.20559673,0.030685111,0.0047993021,2.9873070999999998,0.013834773,0.017842901,0.015809899999999998,0.0089786658,0.0024293397
"produits céréaliers","céréales de petit-déjeuner et biscuits",0.96130559,0.27764819,0.10860273,0.1412811,0.029120657,0,0.24612666999999996,0.043951503,0.016462137,0.011265615999999999,0.0098990521,0
"viandes, œufs, poissons","poissons crus",9.4787825,0,0.28844568,1.1647231,0.030308663,0.0047993021,1.7433901,0,0.01768459,0.097690587,0.0089437534,0.0024293397
"viandes, œufs, poissons","poissons cuits",11.574143,0,0.25734164,1.4221944,0.037008636,0.067627306,2.1287804,0,0.019501654,0.11928587,0.010920842,0.034231999
"viandes, œufs, poissons","poissons cuits",11.594042,0.0040326636,0.25734164,1.4237746,0.037008636,0.07602681,2.1314108000000003,0.00039620915999999997,0.019501654,0.1194482,0.010920842,0.010796871000000001
"viandes, œufs, poissons","produits à base de poissons et produits de la mer",11.574143,0,0.3522089,1.4221944,0.037008636,0.067627306,2.1287804,0,0.02159391,0.11928587,0.010920842,0.034231999
"viandes, œufs, poissons","poissons crus",5.4600614,0,0.27325597,1.0756535,0.030308663,0.0047993021,1.0059882,0,0.020355770999999998,0.090091781,0.0089437534,0.0024293397
"viandes, œufs, poissons","poissons crus",5.4600614,0,0.28844568,1.0756535,0.030308663,0.0047993021,1.0059882,0,0.01768459,0.090091781,0.0089437534,0.0024293397
"viandes, œufs, poissons","poissons cuits",6.6670517,0,0.25734164,1.3134353,0.037008636,0.067627306,1.22837,0,0.019501654,0.11000729,0.010920842,0.034231999
"viandes, œufs, poissons","poissons crus",5.4600614,0.45641458,0.27325597,1.0756535,0.054262544,0.018159521,1.0059882,0.042698673,0.020355770999999998,0.090091781,0.016065179,0.0091920963
"viandes, œufs, poissons","poissons crus",3.1409,0,0.28844568,0.7799424,0.030308663,0.0047993021,0.6082654200000001,0,0.01768459,0.064863743,0.0089437534,0.0024293397
"fruits, légumes, légumineuses et oléagineux","légumes",0.31309977,0,0,0.35894158,0.16886486,0.27350501,0.07942131599999999,0,0,0.027508614,0.04964378,0.015299345
"produits sucrés","sucres, miels et assimilés",0.84338911,0,0.18864842,0.10682376,0.010649056,0,0.23224057,0,0.020453713999999998,0.0082744467,0.0033692282000000002,0
"viandes, œufs, poissons","produits à base de poissons et produits de la mer",4.9956914,2.3283961,1.2082338,1.0296571,0.017164629,0.14513193,0.93251738,0.19537191,0.18227786,0.08675301099999999,0.0056929426,0.0058435791
"viandes, œufs, poissons","produits à base de poissons et produits de la mer",4.9956914,2.3283961,1.2082338,1.0296571,0.017164629,0.14513193,0.93251738,0.19537191,0.18227786,0.08675301099999999,0.0056929426,0.0058435791
"produits céréaliers","pâtes, riz et céréales",0.56942051,0,0.26940995,0.13232457,0.01519712,0,0.10815864,0,0.019987624,0.010293088,0.005264665700000001,0
"produits céréaliers","pâtes, riz et céréales",0.25204466,0,0.092029683,0.058571303,0.0077886672,0.0079267752,0.047874653,0,0.0069427899,0.0045560669,0.0027090123,0.004012423
"lait et produits laitiers","produits laitiers frais et assimilés",1.2239343,0.024652187,0.10291973,0.19666767,0.030685111,0.0047993021,0.11280022,0.0026180223000000003,0.015600638000000002,0.015031204000000001,0.0089786658,0.0024293397
"produits céréaliers","gâteaux et pâtisseries",2.6692697,0.27350778,0.30177089,0.11957121,0.029120657,0,0.22719561,0.04556703,0.018691147999999998,0.0093804039,0.0098990521,0
"lait et produits laitiers","fromages",5.3279117,0.36960883,0.26662691,0.26516523,0.029050683,0.0047993021,0.47067906,0.046274272000000005,0.019721226,0.020614588,0.0088270864,0.0024293397
"lait et produits laitiers","fromages",5.3279117,0.36960883,0.26662691,0.26516523,0.029050683,0.0047993021,0.47067906,0.046274272000000005,0.019721226,0.020614588,0.0088270864,0.0024293397
"lait et produits laitiers","fromages",5.3279117,0.36960883,0.26662691,0.26516523,0.029050683,0.0047993021,0.47067906,0.046274272000000005,0.019721226,0.020614588,0.0088270864,0.0024293397
"lait et produits laitiers","fromages",5.3279117,0.36960883,0.26662691,0.26516523,0.029050683,0.0047993021,0.47067906,0.046274272000000005,0.019721226,0.020614588,0.0088270864,0.0024293397
"lait et produits laitiers","fromages",5.3279117,0.36960883,0.26662691,0.26516523,0.029050683,0.0047993021,0.47067906,0.046274272000000005,0.019721226,0.020614588,0.0088270864,0.0024293397
"aides culinaires et ingrédients divers","ingrédients divers",0.50090226,0.14367106,0.10860273,0.17189869,0.029120657,0,0.07994196399999999,0.033250981,0.016462137,0.01484372,0.0098990521,0
"lait et produits laitiers","fromages",4.7126103,0.22452742,0.26662691,0.25844052,0.029050683,0.0047993021,0.41632178999999997,0.028839787,0.019721226,0.020064567000000002,0.0088270864,0.0024293397
"lait et produits laitiers","fromages",5.3279117,0.36960883,0.26662691,0.26516523,0.029050683,0.0047993021,0.47067906,0.046274272000000005,0.019721226,0.020614588,0.0088270864,0.0024293397
"viandes, œufs, poissons","charcuteries",6.4570849,0.86813683,0.63431546,0.20681907,0.030685111,0.066566382,0.95540217,0.23467116999999998,0.050537987,0.015927956,0.0089786658,0.033694973
"viandes, œufs, poissons","charcuteries",6.4570849,0.86813683,0.63431546,0.20681907,0.030685111,0.066566382,0.95540217,0.23467116999999998,0.050537987,0.015927956,0.0089786658,0.033694973
"viandes, œufs, poissons","charcuteries",6.4570849,0.86813683,0.63431546,0.20681907,0.030685111,0.066566382,0.95540217,0.23467116999999998,0.050537987,0.015927956,0.0089786658,0.033694973
"viandes, œufs, poissons","charcuteries",6.4570849,0.86813683,0.63431546,0.20681907,0.030685111,0.066566382,0.95540217,0.23467116999999998,0.050537987,0.015927956,0.0089786658,0.033694973
"viandes, œufs, poissons","poissons cuits",11.574143,0,0.25734164,1.4221944,0.037008636,0.067627306,2.1287804,0,0.019501654,0.11928587,0.010920842,0.034231999
"viandes, œufs, poissons","poissons crus",9.4787825,0,0.28844568,1.1647231,0.030308663,0.0047993021,1.7433901,0,0.01768459,0.097690587,0.0089437534,0.0024293397
"viandes, œufs, poissons","mollusques et crustacés crus",1.9008502,0,1.1537827,0.85408559,0.12123465,1.213975,0.23197088,0,0.07073836,0.065441998,0.035775014,0.060344362
"viandes, œufs, poissons","mollusques et crustacés crus",1.9008502,0,1.1537827,0.85408559,0.12123465,1.213975,0.23197088,0,0.07073836,0.065441998,0.035775014,0.060344362
"viandes, œufs, poissons","produits à base de poissons et produits de la mer",2.3760627,1.1330661,1.2082338,0.2817807,0.017164629,0.14513193,0.2899636,0.12592342,0.18227786,0.022048873,0.0056929426,0.0058435791
"viandes, œufs, poissons","mollusques et crustacés cuits",2.3210483,0,1.4088356,1.0428881,0.14803454,2.0963838,0.2832499,0,0.086375641,0.079908476,0.043683367,0.14227512
"viandes, œufs, poissons","produits à base de poissons et produits de la mer",2.3553145,0.368999,0.2587557,0.3959825,0.038356389,0.16733102,0.29452975000000003,0.093848916,0.025618733999999997,0.030645061,0.011223332,0.038521225
"entrées et plats composés","plats composés",1.982977,0.35692708,0.21221738,0.31129539,0.030685111,0.012726077,0.24928363000000003,0.06575622,0.016118590000000002,0.024085865,0.0089786658,0.0064417627
"entrées et plats composés","plats composés",1.982977,0.35692708,0.21221738,0.31129539,0.030685111,0.012726077,0.24928363000000003,0.06575622,0.016118590000000002,0.024085865,0.0089786658,0.0064417627
"entrées et plats composés","plats composés",28.610403,0.19663451,0.21221738,0.23398974,0.030685111,0.012726077,2.7681733000000004,0.040693099,0.016118590000000002,0.018219259,0.0089786658,0.0064417627
"lait et produits laitiers","produits laitiers frais et assimilés",1.378383,0.27741401,0.21221738,0.3171865,0.030685111,0.0047993021,0.34724913999999996,0.051334524,0.016118590000000002,0.025813364000000002,0.0089786658,0.0024293397
"lait et produits laitiers","produits laitiers frais et assimilés",8.5391413,0.574132,0.21221738,0.33859166,0.030685111,0.0047993021,0.74916181,0.057720909,0.016118590000000002,0.030003958,0.0089786658,0.0024293397
"lait et produits laitiers","produits laitiers frais et assimilés",8.5391413,0.574132,0.21221738,0.33859166,0.030685111,0.0047993021,0.74916181,0.057720909,0.016118590000000002,0.030003958,0.0089786658,0.0024293397
"lait et produits laitiers","produits laitiers frais et assimilés",1.378383,0.27741401,0.21221738,0.3171865,0.030685111,0.0047993021,0.34724913999999996,0.051334524,0.016118590000000002,0.025813364000000002,0.0089786658,0.0024293397
"viandes, œufs, poissons","charcuteries",3.9844883,0.94763509,0.37659837,0.25555802,0.030685111,0.0047993021,0.6678662099999999,0.12957463,0.026027329,0.019985522000000002,0.0089786658,0.0024293397
"viandes, œufs, poissons","charcuteries",3.7164056,0.50711075,0.44696634,0.20476978,0.030685111,0.0047993021,0.57295275,0.13703359999999998,0.032719805,0.015719840000000002,0.0089786658,0.0024293397
"viandes, œufs, poissons","charcuteries",3.7164056,0.50711075,0.44696634,0.20476978,0.030685111,0.0047993021,0.57295275,0.13703359999999998,0.032719805,0.015719840000000002,0.0089786658,0.0024293397
"lait et produits laitiers","produits laitiers frais et assimilés",4.455295,0.36057058,0.21221738,0.24460902,0.030685111,0.0047993021,0.32489884,0.041397428,0.016118590000000002,0.020439552,0.0089786658,0.0024293397
"aides culinaires et ingrédients divers","condiments",0.61047871,0.21859249,0.64841333,0.18845221,0.016095913,0,0.17746254,0.044880986,0.067319121,0.014774955999999999,0.0047842479,0
"aides culinaires et ingrédients divers","condiments",0.6601619,0.22401698,0.74309586,0.19272134,0.016095913,0,0.17974766,0.048395858,0.07708953,0.015098700999999999,0.0047842479,0
"viandes, œufs, poissons","viandes crues",39.080305,0.050376056,0.28844568,0.19900969,0.030308663,0.0047993021,3.7848704000000004,0.0084309829,0.01768459,0.015283612,0.0089437534,0.0024293397
"viandes, œufs, poissons","viandes crues",48.850381,0.06297007,0.3605571,0.24876212,0.037885829,0.10556394,4.7310881,0.010538729,0.022105737,0.019104515000000002,0.011179692,0.0072555916
"viandes, œufs, poissons","viandes crues",31.72076,0.040889313,0.3605571,0.24260278,0.037885829,0.10556394,3.0721093,0.0068432727999999995,0.022105737,0.018587344000000002,0.011179692,0.0072555916
"viandes, œufs, poissons","viandes crues",31.72076,0.040889313,0.3605571,0.24260278,0.037885829,0.10556394,3.0721093,0.0068432727999999995,0.022105737,0.018587344000000002,0.011179692,0.0072555916
"viandes, œufs, poissons","viandes crues",39.080305,0.050376056,0.28844568,0.19900969,0.030308663,0.0047993021,3.7848704000000004,0.0084309829,0.01768459,0.015283612,0.0089437534,0.0024293397
"lait et produits laitiers","fromages",4.7126103,0.22452742,0.26662691,0.25844052,0.029050683,0.0047993021,0.41632178999999997,0.028839787,0.019721226,0.020064567000000002,0.0088270864,0.0024293397
"produits céréaliers","céréales de petit-déjeuner et biscuits",1.3050112,0.28313999,0.10861353,0.15404873,0.029120657,0,0.10252854,0.04951783,0.016463185,0.013082192,0.0098990521,0
"produits céréaliers","céréales de petit-déjeuner et biscuits",1.3050112,0.28322975,0.10861353,0.15404873,0.029120657,0,0.10252854,0.049607778000000005,0.016463185,0.013082192,0.0098990521,0
"produits céréaliers","céréales de petit-déjeuner et biscuits",1.3050112,0.28322975,0.10861353,0.15404873,0.029120657,0,0.10252854,0.049607778000000005,0.016463185,0.013082192,0.0098990521,0
"produits céréaliers","céréales de petit-déjeuner et biscuits",1.3050112,0.28322975,0.10861353,0.15404873,0.029120657,0,0.10252854,0.049607778000000005,0.016463185,0.013082192,0.0098990521,0
"produits céréaliers","céréales de petit-déjeuner et biscuits",1.3050112,0.28322975,0.10861353,0.15404873,0.029120657,0,0.10252854,0.049607778000000005,0.016463185,0.013082192,0.0098990521,0
"produits céréaliers","céréales de petit-déjeuner et biscuits",1.3050112,0.28322975,0.10861353,0.15404873,0.029120657,0,0.10252854,0.049607778000000005,0.016463185,0.013082192,0.0098990521,0
"produits céréaliers","céréales de petit-déjeuner et biscuits",1.3050112,0.28322975,0.10861353,0.15404873,0.029120657,0,0.10252854,0.049607778000000005,0.016463185,0.013082192,0.0098990521,0
"produits céréaliers","céréales de petit-déjeuner et biscuits",1.3050112,0.28322975,0.10861353,0.15404873,0.029120657,0,0.10252854,0.049607778000000005,0.016463185,0.013082192,0.0098990521,0
"produits céréaliers","pains et viennoiseries",0.2466568,0.15165119,0.30186352,0.12604644,0.0064852108,0,0.049502449000000004,0.035357634,0.018700138,0.0098271456,0.0014414118,0
"produits céréaliers","pains et viennoiseries",1.8509804,0.19842529,0.30185295,0.13265497,0.0064852108,0,0.19268689,0.039823527000000004,0.018699113,0.010539211000000001,0.0014414118,0
"produits céréaliers","gâteaux et pâtisseries",4.1296929,0.39555915,0.30179472,0.16337139,0.029120657,0,0.34797944,0.058373842999999995,0.018693461,0.013919038,0.0098990521,0
"viandes, œufs, poissons","poissons crus",9.4787825,0,0.28844568,1.1647231,0.030308663,0.0047993021,1.7433901,0,0.01768459,0.097690587,0.0089437534,0.0024293397
"viandes, œufs, poissons","poissons cuits",11.574143,0,0.25734164,1.4221944,0.037008636,0.067627306,2.1287804,0,0.019501654,0.11928587,0.010920842,0.034231999
"produits céréaliers","céréales de petit-déjeuner et biscuits",2.495352,0.39369607,0.28587039,0.25433483,0.029120657,0,0.31523913,0.055783332,0.021563312,0.023314704999999998,0.0098990521,0
"lait et produits laitiers","fromages",4.7126103,0.22452742,0.26662691,0.25844052,0.029050683,0.0047993021,0.41632178999999997,0.028839787,0.019721226,0.020064567000000002,0.0088270864,0.0024293397
"fruits, légumes, légumineuses et oléagineux","fruits",0.44129836,0,0,0.14056627,0.032937006,0.012317297,0.6825236299999999,0,0,0.010935776000000001,0.010616827,0.00052192787
"fruits, légumes, légumineuses et oléagineux","fruits",0.44090119,0.0022531655,0.28581962,0.22567344,0.12390797,0.018159521,0.68190936,0.00035018544999999997,0.021558384,0.017294843,0.036092062,0.0091920963
"fruits, légumes, légumineuses et oléagineux","fruits",0.53507426,0,0,0.1704366,0.03993612,0.099564814,0.82755991,0,0,0.013259629,0.012872902,0.0042189169
"viandes, œufs, poissons","charcuteries",26.515431,0.049832739,0.29054328,0.19789036,0.030685111,0.0047993021,2.1669095,0.0082995983,0.017842901,0.015178253,0.0089786658,0.0024293397
"viandes, œufs, poissons","charcuteries",1.3171454,0.081970661,0.29054328,0.19058912,0.030685111,0.066566382,0.19493605,0.029709678,0.017842901,0.014565201,0.0089786658,0.033694973
"fruits, légumes, légumineuses et oléagineux","fruits",1.1919533,0,0,0.14056627,0.032937006,0.012317297,0.19776536,0,0,0.010935776000000001,0.010616827,0.00052192787
"fruits, légumes, légumineuses et oléagineux","fruits",1.1908806,0.0022531655,0.28581962,0.22567344,0.12390797,0.018159521,0.19758737,0.00035018544999999997,0.021558384,0.017294843,0.036092062,0.0091920963
"entrées et plats composés","plats composés",30.414883,0.1968659,0.21222046,0.22018117,0.030685111,0.012726077,2.9724809999999997,0.04088257,0.016118888999999997,0.017003084999999998,0.0089786658,0.0064417627
"fruits, légumes, légumineuses et oléagineux","légumes",0.10241824,0,0.3212752,0.32818468,0.072156491,0.22578242,0.051696968999999995,0,0.024684209000000002,0.02514779,0.020720035,0.020134771
"fruits, légumes, légumineuses et oléagineux","légumes",0.087677241,0,0,0.1704366,0.029228063,0.099564814,0.044256253,0,0,0.013259629,0.0091483656,0.0042189169
"fruits, légumes, légumineuses et oléagineux","légumes",0.087677241,0.018776379,0.28581962,0.23237643,0.087861986,0.018159521,0.044256253,0.0029182121,0.021558384,0.017824436,0.025404657,0.0091920963
"boissons","boissons sans alcool",0.22282021,0.036217,0.17256359,0.33586911,0.028932423,0.0047993021,0.08590882100000001,0.0056288216,0.014792145999999999,0.029304117999999997,0.0088128735,0.0024293397
"boissons","boissons sans alcool",0.22282021,0.036217,0.17256359,0.33586911,0.028932423,0.0047993021,0.08590882100000001,0.0056288216,0.014792145999999999,0.029304117999999997,0.0088128735,0.0024293397
"fruits, légumes, légumineuses et oléagineux","fruits",0.26173451,0,0,0.1704366,0.03993612,0.099564814,0.19177307999999998,0,0,0.013259629,0.012872902,0.0042189169
"entrées et plats composés","feuilletées et autres entrées",1.6117354,0.41458265,0.16566824,0.27652358,0.030685111,0.066566382,0.28555921,0.082386309,0.02156845,0.022798861,0.0089786658,0.033694973
"entrées et plats composés","feuilletées et autres entrées",1.6117354,0.41458265,0.16566824,0.27652358,0.030685111,0.066566382,0.28555921,0.082386309,0.02156845,0.022798861,0.0089786658,0.033694973
"entrées et plats composés","feuilletées et autres entrées",1.6117354,0.41458265,0.16566824,0.27652358,0.030685111,0.066566382,0.28555921,0.082386309,0.02156845,0.022798861,0.0089786658,0.033694973
"entrées et plats composés","feuilletées et autres entrées",1.6117354,0.41458265,0.16566824,0.27652358,0.030685111,0.066566382,0.28555921,0.082386309,0.02156845,0.022798861,0.0089786658,0.033694973
"lait et produits laitiers","fromages",4.7126103,0.22452742,0.26662691,0.25844052,0.029050683,0.0047993021,0.41632178999999997,0.028839787,0.019721226,0.020064567000000002,0.0088270864,0.0024293397
"fruits, légumes, légumineuses et oléagineux","fruits à coque et graines oléagineuses",4.1455765,0.068974455,0,0.25999545,0.036493002,0,0.57617329,0.010719962999999999,0,0.022699217,0.013651188,0
"fruits, légumes, légumineuses et oléagineux","fruits à coque et graines oléagineuses",4.1455765,0.068974455,0.26940995,0.26510667,0.036493002,0,0.57617329,0.010719962999999999,0.019987624,0.023096054,0.013651188,0
"fruits, légumes, légumineuses et oléagineux","fruits à coque et graines oléagineuses",4.1455765,0.068974455,0.26940995,0.26510667,0.036493002,0,0.57617329,0.010719962999999999,0.019987624,0.023096054,0.013651188,0
"fruits, légumes, légumineuses et oléagineux","fruits à coque et graines oléagineuses",6.30431,0.13794891,0.53881991,0.99366958,0.072986004,0.39825926,1.2519741,0.021439925999999998,0.039975248,0.09993458100000001,0.027302377,0.016875668
